Song Name,Artist,Genre,Popularity,Danceability ,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Girl,Myke Towers,['trap latino'],72,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,186427,0.694
Puesto Pa' Guerrial,"Bad Bunny, Myke Towers","['latin', 'reggaeton', 'trap latino']",64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207,0.658
Definitivamente,"Daddy Yankee, Sech","['latin', 'latin hip hop', 'reggaeton', 'trap latino']",66,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,217773,0.429
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"['pop', 'uk pop']",77,0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989,204467,0.668
I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'rap']",80,0.556,0.538,-5.408,0.0382,0.0689,0.196,143.95,223347,0.291
"fuck, i'm lonely (with Anne-Marie)",Lauv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",74,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,198973,0.678
Aventura,"Lunay, Ozuna, Anuel AA","['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",68,0.729,0.726,-3.208,0.0422,0.223,0.101,92.025,217130,0.876
Rare,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",68,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998,220590,0.631
VIBEZ,DaBaby,"['north carolina hip hop', 'rap']",75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935,0.777
Mean It,"Lauv, LANY","['dance pop', 'electropop', 'pop', 'post-teen pop']",72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853,0.336
That Way,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354,0.489
Live Off My Closet (feat. Future),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",59,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,173061,0.21
Commercial (feat. Lil Uzi Vert),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",67,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,214215,0.535
Sum 2 Prove,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760,0.418
Filter,BTS,"['k-pop', 'k-pop boy group']",79,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,180221,0.86
Matrix,Apache 207,['german hip hop'],55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793,0.418
Bellaquita - Remix,"Dalex, Lenny Tav?rez, Anitta, Natti Natasha, Farruko, Justin Quiles","['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",67,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,304733,0.758
Infeliz,"Arcangel, Bad Bunny","['latin', 'latin hip hop', 'reggaeton', 'trap latino']",72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103,0.721
Que Tire Pa Lante,Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520,0.708
Futsal Shuffle 2020,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,198913,0.296
GOODMORNINGTOKYO!,TOKYO¡¯S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115,0.664
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,"['grime', 'uk hip hop']",72,0.817,0.781,-4.178,0.112,0.00838,0.123,104,216707,0.359
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346,0.582
My Time,BTS,"['k-pop', 'k-pop boy group']",74,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458,0.664
100k Cash,"Capital Bra, Samra",['german hip hop'],52,0.701,0.714,-5.906,0.524,0.289,0.0883,86.91,173353,0.604
Drown (feat. Clinton Kane),Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",74,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062,0.363
me & ur ghost,blackbear,"['electropop', 'pop', 'pop rap']",71,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398,0.856
QUE PRETENDES,"J Balvin, Bad Bunny","['latin', 'reggaeton', 'reggaeton colombiano']",77,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603,222347,0.939
You Need To Calm Down,Taylor Swift,"['pop', 'post-teen pop']",78,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,171360,0.714
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tav?rez, Feid, Wisin, Zion","['latin', 'reggaeton', 'trap latino']",73,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067,0.677
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny","['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087,0.799
Trampoline (with ZAYN),SHAED,"['electropop', 'pop']",73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498
Truth Hurts,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",77,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325,0.412
Louder than bombs,BTS,"['k-pop', 'k-pop boy group']",72,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404,0.485
UGH!,BTS,"['k-pop', 'k-pop boy group']",72,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012,0.333
00:00 (Zero O¡¯Clock),BTS,"['k-pop', 'k-pop boy group']",72,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296,0.196
Friends,BTS,"['k-pop', 'k-pop boy group']",72,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339,0.648
We are Bulletproof : the Eternal,BTS,"['k-pop', 'k-pop boy group']",72,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543,0.19
Inner Child,BTS,"['k-pop', 'k-pop boy group']",71,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266,0.332
Moon,BTS,"['k-pop', 'k-pop boy group']",72,0.703,0.646,-6.658,0.0596,0.0104,0.191,141.87,208590,0.64
Outro : Ego,BTS,"['k-pop', 'k-pop boy group']",69,0.808,0.903,-3.106,0.0958,0.0121,0.0993,116.988,196199,0.473
Interlude : Shadow,BTS,"['k-pop', 'k-pop boy group']",68,0.385,0.798,-6.439,0.483,0.115,0.181,149.756,259821,0.141
Respect,BTS,"['k-pop', 'k-pop boy group']",67,0.661,0.84,-4.805,0.116,0.00485,0.287,91.457,237540,0.524
Tudo Ok,"Thiaguinho MT, Mila, JS o M?o de Ouro","['brega funk', 'funk carioca']",57,0.814,0.755,-6.164,0.0942,0.239,0.306,79.976,178500,0.963
Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tav?rez, Feid","['latin', 'reggaeton', 'trap latino']",66,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587,0.724
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,"['detroit hip hop', 'hip hop', 'rap']",75,0.692,0.744,-4.565,0.257,0.00868,0.359,171.374,326467,0.0612
all the good girls go to hell,Billie Eilish,"['electropop', 'pop']",75,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,168840,0.569
SENTAD?O,"PEDRO SAMPAIO, Felipe Original, JS o M?o de Ouro",['funk carioca'],64,0.68,0.869,-1.94,0.0589,0.178,0.223,173.997,143448,0.924
Lottery (Renegade),K CAMP,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",61,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964,170947,0.67
Si Te Vas,"Sech, Ozuna","['latin', 'panamanian pop', 'reggaeton', 'trap latino']",67,0.73,0.644,-4.124,0.132,0.0933,0.143,174.101,204907,0.554
Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo","['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",29,0.873,0.656,-6.043,0.068,0.00477,0.0726,125.982,206811,0.546
Rich Rich,Ufo361,"['german cloud rap', 'german hip hop']",50,0.548,0.648,-4.796,0.292,0.0842,0.123,141.937,204319,0.232
Mejor,"Dalex, Sech","['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",63,0.524,0.577,-4.501,0.18,0.185,0.103,175.396,201361,0.19
Give No Fxk,"Migos, Travis Scott, Young Thug","['atl hip hop', 'pop rap', 'rap', 'trap']",59,0.904,0.627,-5.608,0.222,0.0303,0.0923,145.976,224243,0.236
Come Around Me,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",66,0.648,0.681,-8.389,0.0378,0.263,0.0971,157.941,200773,0.767
Habitual,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",62,0.764,0.443,-6.625,0.0439,0.52,0.0749,138.999,168200,0.63
All Around Me,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",63,0.566,0.438,-7.564,0.0367,0.809,0.212,117.127,136907,0.692
Get Me (feat. Kehlani),Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",61,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427,0.75
Second Emotion (feat. Travis Scott),Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",61,0.796,0.777,-6.112,0.0567,0.0276,0.095,141.97,202720,0.96
Running Over (feat. Lil Dicky),Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",58,0.774,0.603,-7.319,0.0591,0.438,0.0869,149.982,179627,0.977
Available,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",58,0.702,0.608,-6.843,0.0359,0.0736,0.129,75.012,195333,0.597
Breathe Deeper,Tame Impala,"['australian psych', 'neo-psychedelic']",66,0.664,0.848,-4.51,0.0322,0.0245,0.172,104.998,372867,0.502
Changes,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",62,0.485,0.412,-7.766,0.042,0.738,0.12,64.062,135493,0.612
Confirmation,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",58,0.438,0.315,-8.186,0.0375,0.608,0.151,190.064,170587,0.449
Mios mit Bars,Luciano,"['german drill', 'german hip hop']",57,0.677,0.633,-7.353,0.0467,0.111,0.217,145.012,232147,0.404
E.T.A.,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",58,0.465,0.494,-7.595,0.066,0.49,0.127,127.298,176733,0.457
Borderline,Tame Impala,"['australian psych', 'neo-psychedelic']",77,0.621,0.873,-3.067,0.0369,0.0406,0.0824,97.96,237800,0.873
Take It Out On Me,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",54,0.772,0.616,-4.673,0.102,0.00337,0.104,129.967,178013,0.279
No Shame,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",62,0.576,0.807,-3.019,0.0374,0.0185,0.0963,90.932,192737,0.479
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,"['melodic rap', 'pop rap', 'rap', 'trap']",57,0.687,0.592,-6.378,0.224,0.203,0.279,178.83,225266,0.246
That's What Love Is,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",59,0.639,0.437,-6.959,0.0355,0.692,0.12,147.575,165120,0.751
Baby,"Joker Bra, VIZE",['german hip hop'],63,0.771,0.921,-4.228,0.109,0.166,0.119,128.021,148125,0.56
One More Year,Tame Impala,"['australian psych', 'neo-psychedelic']",56,0.602,0.88,-5.414,0.0354,0.057,0.284,114.009,324013,0.493
Good News,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",75,0.794,0.32,-12.92,0.173,0.853,0.112,174.088,342040,0.241
wish you were gay,Billie Eilish,"['electropop', 'pop']",76,0.853,0.351,-10.198,0.241,0.39,0.752,118.028,221543,0.282
Only The Young - Featured in Miss Americana,Taylor Swift,"['pop', 'post-teen pop']",63,0.56,0.78,-4.895,0.0517,0.00244,0.0714,93.516,157507,0.602
Lost In Yesterday,Tame Impala,"['australian psych', 'neo-psychedelic']",69,0.569,0.84,-4.123,0.118,0.0295,0.0995,183.059,249587,0.749
At Least For Now,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",54,0.375,0.304,-9.897,0.0325,0.683,0.196,83.832,149653,0.295
Too Good At Goodbyes,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",72,0.681,0.372,-8.237,0.0432,0.64,0.169,91.873,201000,0.476
Intentions,"Justin Bieber, Quavo","['canadian pop', 'pop', 'post-teen pop']",77,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867,0.874
Yikes,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",70,0.911,0.637,-8.381,0.447,0.0409,0.238,149.996,156882,0.66
Yellow Hearts,Ant Saunders,"['chill r&b', 'pop']",70,0.866,0.438,-8.943,0.0719,0.177,0.0743,129.039,223258,0.695
Birthday,Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",65,0.609,0.785,-3.32,0.0891,0.0502,0.171,151.995,181467,0.756
HIGHEST IN THE ROOM (feat. ROSAL?A & Lil Baby) - REMIX,Travis Scott,"['rap', 'trap']",68,0.559,0.491,-6.406,0.0346,0.0567,0.0992,153.131,244874,0.114
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",71,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011,0.478
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",60,0.804,0.528,-3.231,0.378,0.125,0.41,138.005,184440,0.321
Get Me,"Justin Bieber, Kehlani","['canadian pop', 'pop', 'post-teen pop']",61,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427,0.75
"Yo x Ti, Tu x Mi","ROSAL?A, Ozuna",['r&b en espanol'],74,0.78,0.759,-3.292,0.225,0.462,0.143,91.952,201040,0.579
"DJ No Pare (feat. Zion, Dalex, Lenny Tav?rez) - Remix","Justin Quiles, Natti Natasha, Farruko","['latin', 'reggaeton', 'trap latino']",72,0.743,0.709,-3.922,0.0879,0.0451,0.0809,170.001,258600,0.831
EARFQUAKE,"Tyler, The Creator","['hip hop', 'rap']",79,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635,190067,0.413
Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",74,0.728,0.542,-5.195,0.0514,0.259,0.136,90.016,227234,0.637
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin","['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",77,0.694,0.758,-2.986,0.218,0.278,0.102,192.091,185195,0.371
Psycho,Red Velvet,"['k-pop', 'k-pop girl group']",76,0.664,0.666,-2.203,0.0446,0.193,0.0854,139.987,210560,0.405
Suge,DaBaby,"['north carolina hip hop', 'rap']",76,0.876,0.662,-6.482,0.426,0.0608,0.127,75.445,163320,0.844
Con Altura,"ROSAL?A, J Balvin, El Guincho",['r&b en espanol'],75,0.882,0.689,-4.027,0.124,0.39,0.0501,97.963,161627,0.746
Only Human,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",74,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01,183000,0.874
Eleven,Khalid,['pop'],68,0.679,0.408,-9.754,0.0882,0.133,0.23,129.079,206080,0.151
Talk (feat. Disclosure),Khalid,['pop'],73,0.9,0.4,-8.575,0.127,0.0516,0.0599,135.984,197573,0.346
Hot (Remix) [feat. Gunna and Travis Scott],"Travis Scott, Young Thug","['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",68,0.845,0.631,-8.206,0.216,0.188,0.0806,111.983,279907,0.545
Weiss,Samra,['german hip hop'],56,0.6,0.525,-6.585,0.423,0.393,0.111,96.989,162702,0.436
MIDDLE CHILD,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",79,0.837,0.364,-11.713,0.276,0.149,0.271,123.984,213594,0.463
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam","['latin', 'panamanian pop', 'reggaeton', 'trap latino']",74,0.725,0.79,-2.331,0.197,0.0711,0.0602,175.988,287773,0.763
FML,Arizona Zervas,"['pop rap', 'rhode island rap']",74,0.822,0.575,-5.95,0.0934,0.113,0.106,100.087,223000,0.616
Those Kinda Nights (feat. Ed Sheeran),Eminem,"['detroit hip hop', 'hip hop', 'rap']",66,0.794,0.637,-6.29,0.339,0.028,0.0919,103.868,177693,0.393
Mon Ami,Samra,['german hip hop'],53,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,138409,0.537
Break My Stride,Matthew Wilder,['new wave pop'],73,0.917,0.588,-11.047,0.0607,0.195,0.0914,110.077,184480,0.828
Kein Wort,"Juju, Loredana, Miksu / Macloud","['frauenrap', 'german hip hop', 'german pop']",62,0.746,0.592,-6.861,0.0914,0.462,0.187,160.065,162094,0.629
Graveyard,Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",71,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043,181806,0.187
Wake Up Call (feat. Trippie Redd),KSI,['uk hip hop'],56,0.642,0.669,-5.774,0.0486,0.318,0.119,156.084,175067,0.227
Turn Me On (feat. Vula),"Riton, Oliver Heldens","['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",76,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.051,208474,0.517
Hips Don't Lie (feat. Wyclef Jean),Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",83,0.778,0.824,-5.892,0.0707,0.284,0.405,100.024,218093,0.758
Liar,Camila Cabello,"['dance pop', 'electropop', 'pop', 'post-teen pop']",69,0.74,0.498,-6.684,0.0456,0.0169,0.319,98.016,207039,0.652
Going Bad (feat. Drake),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,0.889,0.496,-6.365,0.0905,0.259,0.252,86.003,180522,0.544
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,"['pop', 'post-teen pop']",77,0.61,0.83,-4.105,0.0571,0.033,0.118,182.162,193000,0.728
Panini,Lil Nas X,"['lgbtq+ hip hop', 'pop rap']",74,0.703,0.594,-6.146,0.0752,0.342,0.123,153.848,114893,0.475
idontwannabeyouanymore,Billie Eilish,"['electropop', 'pop']",78,0.483,0.412,-8.461,0.0402,0.737,0.116,170.163,203569,0.247
The London (feat. J. Cole & Travis Scott),"J. Cole, Young Thug","['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",72,0.796,0.586,-6.946,0.147,0.0247,0.132,97.981,200107,0.179
223's (feat. 9lokknine),YNW Melly,"['melodic rap', 'trap']",68,0.932,0.547,-7.787,0.333,0.0388,0.0924,94.998,176640,0.695
Darkness,Eminem,"['detroit hip hop', 'hip hop', 'rap']",65,0.671,0.623,-7.161,0.308,0.00998,0.643,75.055,337147,0.195
"You Gon¡¯ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,"['detroit hip hop', 'hip hop', 'rap']",66,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653,0.243
Blue World,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",75,0.742,0.553,-8.98,0.419,0.389,0.0694,84.931,209440,0.508
Liberdade Provis?ria,Henrique & Juliano,"['sertanejo pop', 'sertanejo universitario']",66,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986,0.7
Unaccommodating (feat. Young M.A),Eminem,"['detroit hip hop', 'hip hop', 'rap']",65,0.852,0.752,-5.793,0.0597,0.0169,0.394,89.95,216600,0.389
Donuts,Gzuz,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",62,0.784,0.703,-7.491,0.236,0.0973,0.0754,141.035,162938,0.556
Leaving Heaven (feat. Skylar Grey),Eminem,"['detroit hip hop', 'hip hop', 'rap']",64,0.661,0.748,-4.809,0.206,0.175,0.254,171.983,265947,0.509
Zu Ende,"Samra, ELIF",['german hip hop'],57,0.707,0.747,-5.212,0.279,0.307,0.183,80.025,197861,0.491
B.I.T.C.H.,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']",59,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143,0.547
Bi Sonraki Hayat©¥mda Gel,"Murda, Ezhel","['basshall', 'turkish trap']",57,0.933,0.448,-4.491,0.136,0.0253,0.104,103.981,167350,0.737
Legends,Juice WRLD,"['chicago rap', 'melodic rap']",77,0.594,0.798,-5.244,0.0844,0.115,0.143,142.049,191840,0.381
11:00 PM,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano']",76,0.777,0.712,-4.84,0.277,0.217,0.091,95.692,175733,0.68
Post Malone (feat. RANI),Sam Feldt,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",73,0.59,0.642,-3.87,0.122,0.0771,0.105,107.356,174444,0.651
In Too Deep,Eminem,"['detroit hip hop', 'hip hop', 'rap']",62,0.72,0.767,-5.839,0.214,0.0387,0.202,88.966,194707,0.595
Premonition - Intro,Eminem,"['detroit hip hop', 'hip hop', 'rap']",62,0.847,0.637,-5.193,0.367,0.0258,0.382,165.979,173893,0.511
I Can See,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",60,0.699,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853,0.0546
Hand Me Downs,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",64,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440,0.336
No Regrets (feat. Don Toliver),Eminem,"['detroit hip hop', 'hip hop', 'rap']",63,0.756,0.747,-5.407,0.046,0.0048,0.588,134.935,200947,0.0687
Complicated,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",62,0.831,0.36,-8.073,0.052,0.136,0.0703,75.014,232212,0.601
Lock It Up (feat. Anderson .Paak),Eminem,"['detroit hip hop', 'hip hop', 'rap']",64,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227,0.516
Marsh,Eminem,"['detroit hip hop', 'hip hop', 'rap']",62,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573,0.0495
Stepdad,Eminem,"['detroit hip hop', 'hip hop', 'rap']",61,0.779,0.805,-3.121,0.178,0.018,0.321,145.68,213413,0.557
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,"['detroit hip hop', 'hip hop', 'rap']",60,0.458,0.966,-2.107,0.384,0.14,0.11,183.586,286960,0.356
Never Love Again,Eminem,"['detroit hip hop', 'hip hop', 'rap']",62,0.747,0.899,-5.125,0.246,0.1,0.486,92.029,177547,0.581
Woods,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",64,0.779,0.362,-10.847,0.0474,0.135,0.111,85.011,286387,0.46
Farewell,Eminem,"['detroit hip hop', 'hip hop', 'rap']",61,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733,0.467
Everybody,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",62,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507,0.112
Alfred - Interlude,Eminem,"['detroit hip hop', 'hip hop', 'rap']",57,0.429,0.231,-20.43,0.402,0.878,0.279,74.545,30133,0.914
Little Engine,Eminem,"['detroit hip hop', 'hip hop', 'rap']",60,0.769,0.811,-4.162,0.228,0.0234,0.0451,155.081,177293,0.76
"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,"['detroit hip hop', 'hip hop', 'rap']",60,0.635,0.543,-5.941,0.067,0.0454,0.272,98.743,303000,0.036
Still Learning,Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",59,0.708,0.661,-6.543,0.0546,0.0396,0.113,102.046,211784,0.317
Surf,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",67,0.828,0.182,-13.066,0.166,0.754,0.15,147.279,330507,0.231
That's On Me,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",60,0.583,0.499,-10.086,0.0261,0.591,0.33,155.199,217868,0.342
Once A Day,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",61,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838,160267,0.339
Big Drip,"Ufo361, Future","['german cloud rap', 'german hip hop']",48,0.791,0.535,-6.753,0.311,0.0448,0.129,158.922,173785,0.443
Hands,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",58,0.739,0.627,-8.608,0.171,0.0459,0.159,74.962,199981,0.542
Dans l'espace (feat. Heuss l'Enfoir?),Gambi,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",59,0.916,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702,0.7
Blanche,"Maes, Booba","['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",65,0.776,0.713,-6.121,0.143,0.525,0.306,127.987,193453,0.551
